"drug";"effect";"frequency";"max_probability";"min_probability"
Карведилол;снижение протромбин;Часто;0.1;0.01
Карведилол;тромбоцитопения;Редко;0.001;0.0001
Карведилол;апластический анемия;Редко;0.001;0.0001
Карведилол;лейкопения;Очень редко;0.0001;0.0
Карведилол;повышенный уровень аланинаминотрансфераза (алта);Очень редко;0.0001;0.0
Карведилол;повышенный уровень аспартатаминотрансфераза (аста);Очень редко;0.0001;0.0
Карведилол;повышение гамма-глутамилтрансфераза;Очень редко;0.0001;0.0
Карведилол;реакция гиперчувствительность (включая анафилактический реакция);Редко;0.001;0.0001
Карведилол;ангионевротический образование;Редко;0.001;0.0001
Карведилол;боль в конечность;Часто;0.1;0.01
Карведилол;боль в спина;Часто;0.1;0.01
Карведилол;артралгия;Часто;0.1;0.01
Карведилол;миалгия;Часто;0.1;0.01
Карведилол;головокружение;Часто;0.1;0.01
Карведилол;головной боль;Часто;0.1;0.01
Карведилол;гиперестезия;Часто;0.1;0.01
Карведилол;предобморочный состояние;Не часто;;
Карведилол;парестезия;Не часто;;
Карведилол;судорога;Редко;0.001;0.0001
Карведилол;мигрень;Редко;0.001;0.0001
Карведилол;невралгия;Редко;0.001;0.0001
Карведилол;парез;Редко;0.001;0.0001
Карведилол;гипокинезия;Редко;0.001;0.0001
Карведилол;нарушение зрение;Часто;0.1;0.01
Карведилол;аномальный зрение;Часто;0.1;0.01
Карведилол;размытый зрение;Часто;0.1;0.01
Карведилол;снижение слезоотделение;Часто;0.1;0.01
Карведилол;раздражение глаз;Часто;0.1;0.01
Карведилол;усталость;Очень часто;1.0;0.1
Карведилол;астения;Очень часто;1.0;0.1
Карведилол;боль;Часто;0.1;0.01
Карведилол;недомогание;Часто;0.1;0.01
Карведилол;высокий температура;Часто;0.1;0.01
Карведилол;шум в ухо;Не часто;;
Карведилол;депрессия;Часто;0.1;0.01
Карведилол;подавить настроение;Часто;0.1;0.01
Карведилол;сонливость;Часто;0.1;0.01
Карведилол;нарушение сон;Не часто;;
Карведилол;путаница;Не часто;;
Карведилол;нарушение концентрация;Не часто;;
Карведилол;аномальный мышление;Не часто;;
Карведилол;паранойя;Не часто;;
Карведилол;эмоциональный лабильность;Не часто;;
Карведилол;нервозность;Не часто;;
Карведилол;почечный недостаточность и нарушение функция почка;Часто;0.1;0.01
Карведилол;альбуминурия;Часто;0.1;0.01
Карведилол;инфекция верхний дыхательный путь;Очень часто;1.0;0.1
